gene_names,t2ds_pret2ds_pvalue,t2ds_no_t2ds_pvalue,pret2ds_no_t2ds_pvalue
DAAM1,1.0,1.0,1.0
DAAM2,1.0,1.0,1.0
DAB2IP,0.6799683835951384,0.5431546209144889,0.502544426393345
DAPP1,0.539767148095913,0.23224643106495235,0.6625722024180831
DAXX,1.0,1.0,1.0
DBI,1.0,1.0,1.0
DCHS1,1.0,1.0,1.0
DDB2,1.0,1.0,1.0
DDIT3,1.0,1.0,1.0
DDIT4,1.0,1.0,1.0
DDX3X,1.0,1.0,1.0
DEPDC5,1.0,1.0,1.0
DHX33,1.0,1.0,1.0
DHX58,1.0,1.0,1.0
DIAPH1,1.0,1.0,1.0
DLG1,0.7288641612191982,0.8347619627249334,0.8112957188580812
DLG3,1.0,1.0,1.0
DLG4,1.0,1.0,1.0
DLG5,1.0,1.0,1.0
DLL1,1.0,1.0,1.0
DNM1L,1.0,1.0,1.0
DOCK2,0.18276464527763955,0.2971759050182185,0.6099048514992415
DOCK4,1.0,1.0,1.0
DTX1,1.0,1.0,1.0
DTX2,1.0,1.0,1.0
DTX3,1.0,1.0,1.0
DTX3L,1.0,1.0,1.0
DTX4,0.2832829188323762,0.6782017667381246,0.5658746284119567
DUSP1,1.0,1.0,1.0
DUSP10,0.9676770721842997,0.401696889947411,0.5090951754608298
DUSP16,1.0,1.0,1.0
DUSP2,1.0,1.0,1.0
DUSP3,1.0,1.0,1.0
DUSP4,1.0,1.0,1.0
DUSP5,1.0,1.0,1.0
DUSP6,0.38689042041967664,0.007155808339357476,0.015440052931792705
DUSP7,1.0,1.0,1.0
DUSP8,1.0,1.0,1.0
DVL1,1.0,1.0,1.0
DVL2,1.0,1.0,1.0
DVL3,0.47138411339503583,0.11326275720625871,0.250323938914062
E2F4,1.0,1.0,1.0
E2F5,0.8261667045097031,0.7494774603556185,0.7565438211312405
EBAG9,1.0,1.0,1.0
ECSIT,1.0,1.0,1.0
EDA,1.0,1.0,1.0
EDAR,1.0,1.0,1.0
EDARADD,0.27527898237892867,0.2605296357563352,0.4218378171246978
EEF2,1.0,1.0,1.0
EEF2K,1.0,1.0,1.0
EFCAB7,1.0,1.0,1.0
EFNA4,1.0,1.0,1.0
EGF,0.7814868595071947,0.2918025852126898,0.7892056904941661
EGLN1,1.0,1.0,1.0
EGLN2,1.0,1.0,1.0
EGLN3,1.0,1.0,1.0
EGR1,1.0,1.0,1.0
EGR3,1.0,1.0,1.0
EI24,1.0,1.0,1.0
EIF4B,1.0,1.0,1.0
EIF4E,1.0,1.0,1.0
EIF4E2,0.5520461189691753,0.5873467260889108,0.6074560503741194
EIF4EBP1,1.0,1.0,1.0
ELAVL1,1.0,1.0,1.0
ELK1,0.27527898237892867,0.26438398812567465,0.04131165639206866
ELK4,0.6972559050594622,0.7017798636829192,0.6244187304870369
ELMO1,1.0,1.0,1.0
ELOB,1.0,1.0,1.0
ELOC,1.0,1.0,1.0
ENO1,1.0,1.0,1.0
ENO2,1.0,1.0,1.0
ENO3,1.0,1.0,1.0
EP300,1.0,1.0,1.0
EPOR,1.0,1.0,1.0
ERBB2,0.5876375489342285,0.29622868670230795,0.563544409812952
ERBIN,1.0,1.0,1.0
EREG,1.0,1.0,1.0
ESR1,0.0514489933079964,0.37670290548658825,0.34539964953634744
ESR2,1.0,1.0,1.0
ETS1,1.0,1.0,1.0
ETS2,1.0,1.0,1.0
EVC,1.0,1.0,1.0
EVC2,1.0,1.0,1.0
EVL,1.0,1.0,1.0
EXOC2,1.0,1.0,1.0
EXOC7,1.0,1.0,1.0
F2R,1.0,1.0,1.0
F2RL3,1.0,1.0,1.0
FADD,1.0,1.0,1.0
FADS2,1.0,1.0,1.0
FARP2,0.4769016720858721,0.11308106225688715,0.13551151257928554
FAS,0.932483203851087,0.9515641324642938,0.2943339630222336
FASLG,0.9101041900615348,0.5990609225702048,0.3208903145631274
FASN,1.0,1.0,1.0
FAT4,1.0,1.0,1.0
FBP1,1.0,1.0,1.0
FBXO25,1.0,1.0,1.0
FBXO32,1.0,1.0,1.0
FBXW11,0.8031115644708559,0.44037132102451415,0.6610280310168598
FCER1A,0.4123187927393588,0.01434380108332017,0.16152003658005093
FCER1G,1.0,1.0,1.0
FCGR2B,0.6365049898184146,0.4590393644260499,0.44640126355080983
FFAR2,1.0,1.0,1.0
FGFR1,1.0,1.0,1.0
FGFR2,0.7763146531227555,0.49425443130477736,0.977282095034725
FGR,1.0,1.0,1.0
FHL1,0.6799683835951384,0.1485623825953737,0.24511163091058039
FLCN,1.0,1.0,1.0
FLNA,0.6248998383742295,0.6918794016416052,0.556211873620378
FLNB,1.0,1.0,1.0
FLOT1,1.0,1.0,1.0
FLOT2,1.0,1.0,1.0
FLT1,1.0,1.0,1.0
FLT3,1.0,1.0,1.0
FLT3LG,1.0,1.0,1.0
FLT4,0.9360307205607952,0.7040582256277975,0.09623868137224345
FMOD,0.996200134213135,0.9684883255853791,0.8529140669002202
FN1,0.5341258833439698,0.14749591636251172,0.24151057657369057
FNIP1,0.8711827352213887,0.755687579860775,0.4452004640457111
FNIP2,1.0,1.0,1.0
FOS,1.0,1.0,1.0
FOSB,1.0,1.0,1.0
FOXO1,1.0,1.0,1.0
FOXO3,1.0,1.0,1.0
FOXO4,1.0,1.0,1.0
FPR1,1.0,1.0,1.0
FRAT1,0.33900874355293564,0.6268728438946457,0.009175224672316618
FRAT2,1.0,1.0,1.0
FRS2,1.0,1.0,1.0
FXYD2,1.0,1.0,1.0
FYB1,1.0,1.0,1.0
FYN,0.4491811448049099,0.8593832200397169,0.5255742455208399
FZD1,1.0,1.0,1.0
FZD2,1.0,1.0,1.0
FZD3,1.0,1.0,1.0
FZD5,1.0,1.0,1.0
FZD6,1.0,1.0,1.0
G6PC3,1.0,1.0,1.0
GAB1,0.14085048571043557,0.9951871439134266,0.061365561227238616
GAB2,1.0,1.0,1.0
GABARAP,1.0,1.0,1.0
GABARAPL1,1.0,1.0,1.0
GABARAPL2,1.0,1.0,1.0
GABBR1,1.0,1.0,1.0
GADD45A,1.0,1.0,1.0
GADD45B,1.0,1.0,1.0
GALT,1.0,1.0,1.0
GAPDH,1.0,1.0,1.0
GDF7,1.0,1.0,1.0
GHRL,1.0,1.0,1.0
GIPR,1.0,1.0,1.0
GK,1.0,1.0,1.0
GLI1,1.0,1.0,1.0
GNA11,1.0,1.0,1.0
GNA12,1.0,1.0,1.0
GNA13,1.0,1.0,1.0
GNA15,1.0,1.0,1.0
GNAI2,1.0,1.0,1.0
GNAI3,1.0,1.0,1.0
GNAL,1.0,1.0,1.0
GNAO1,1.0,1.0,1.0
GNAQ,1.0,1.0,1.0
GNAS,0.9564498402721354,0.25640659847842306,0.19133228675706015
GNB1,1.0,1.0,1.0
GNB2,1.0,1.0,1.0
GNB4,0.9676770721842997,0.9567954760349908,0.9290723480009031
GNB5,1.0,1.0,1.0
GNG10,1.0,1.0,1.0
GNG11,1.0,1.0,1.0
GNG2,1.0,1.0,1.0
GNG5,1.0,1.0,1.0
GNG7,1.0,1.0,1.0
GNGT2,1.0,1.0,1.0
GNRH1,1.0,1.0,1.0
GNRHR,1.0,1.0,1.0
GPER1,1.0,1.0,1.0
GPR161,0.21047501047038913,0.09591031165983668,0.8967213810647072
GRAP2,1.0,1.0,1.0
GRB10,1.0,1.0,1.0
GRB2,1.0,1.0,1.0
GRIN2C,1.0,1.0,1.0
GRIN2D,1.0,1.0,1.0
GRIN3A,1.0,1.0,1.0
GRK2,1.0,1.0,1.0
GRK3,1.0,1.0,1.0
GRK4,1.0,1.0,1.0
GRK5,1.0,1.0,1.0
GRK6,0.12299039135237938,0.021691149389358268,0.4794916258599845
GRK7,0.10314332327203482,0.10264461399749814,0.8166421994848002
GRM2,1.0,1.0,1.0
GSDMD,1.0,1.0,1.0
GSK3A,1.0,1.0,1.0
GSK3B,1.0,1.0,1.0
GTSE1,1.0,1.0,1.0
GYS1,1.0,1.0,1.0
HCAR2,1.0,1.0,1.0
HCAR3,1.0,1.0,1.0
HCK,1.0,1.0,1.0
HDAC1,1.0,1.0,1.0
HDAC2,1.0,1.0,1.0
HDAC3,0.3969246881851866,0.12777271430613574,0.7878867736326572
HDAC4,0.9863856554467135,0.30469296865332224,0.10092796849443567
HDAC5,1.0,1.0,1.0
HEY1,1.0,1.0,1.0
HGF,0.5644825037884655,0.6158097352468515,0.5598978536061355
HIF1A,1.0,1.0,1.0
HK1,0.5520461189691753,0.31334723721161534,0.24548215588367975
HK2,1.0,1.0,1.0
HK3,1.0,1.0,1.0
HKDC1,1.0,1.0,1.0
HMGCR,1.0,1.0,1.0
HMGCS1,1.0,1.0,1.0
HMOX1,1.0,1.0,1.0
HOMER2,1.0,1.0,1.0
HOMER3,1.0,1.0,1.0
HRAS,1.0,1.0,1.0
HRH2,0.5054228787904441,0.4689701375807081,0.4736470385010165
HSP90AA1,1.0,1.0,1.0
HSP90AB1,1.0,1.0,1.0
HSP90B1,1.0,1.0,1.0
HSPA1A,1.0,1.0,1.0
HSPA1B,1.0,1.0,1.0
HSPA1L,1.0,1.0,1.0
HSPA6,0.9721084008856372,0.2888347476285917,0.17603779721663948
HSPA8,1.0,1.0,1.0
HSPB1,1.0,1.0,1.0
HTR6,1.0,1.0,1.0
ICAM1,1.0,1.0,1.0
ICOS,0.4769016720858721,0.0686618428147192,0.49657303754804455
ID2,1.0,1.0,1.0
ID3,1.0,1.0,1.0
IFI16,1.0,1.0,1.0
IFIH1,0.8711827352213887,0.03149160547245004,0.06435273077503881
IFNAR1,1.0,1.0,1.0
IFNAR2,1.0,1.0,1.0
IFNGR1,1.0,1.0,1.0
IFNGR2,1.0,1.0,1.0
IFNK,1.0,1.0,1.0
IFNLR1,1.0,1.0,1.0
IGF1R,0.6307086214920312,0.3654754634117507,0.5352848679038169
IGF2,1.0,1.0,1.0
IGFBP3,1.0,1.0,1.0
IKBKB,1.0,1.0,1.0
IKBKE,0.27120714905997395,0.7232468655153987,0.07634768570247469
IKBKG,1.0,1.0,1.0
IL10RA,0.8153282768363468,0.9066778487693524,0.530973281729282
IL10RB,1.0,1.0,1.0
IL11RA,1.0,1.0,1.0
IL12RB1,1.0,1.0,1.0
IL12RB2,1.0,1.0,1.0
IL13RA1,1.0,1.0,1.0
IL15,1.0,1.0,1.0
IL15RA,1.0,1.0,1.0
IL17RA,1.0,1.0,1.0
IL17RB,1.0,1.0,1.0
IL17RC,1.0,1.0,1.0
IL18,1.0,1.0,1.0
IL1B,0.3769531020454355,0.22527489994962116,0.9248207671870684
IL1R1,1.0,1.0,1.0
IL1RAP,0.1186267477939201,0.0026129971433158862,0.35113638579572254
IL21R,1.0,1.0,1.0
IL23A,1.0,1.0,1.0
IL24,0.22052474496084123,0.6785884342596096,0.4470238505951281
IL27RA,1.0,1.0,1.0
IL2RA,1.0,1.0,1.0
IL2RB,1.0,1.0,1.0
IL2RG,1.0,1.0,1.0
IL3RA,1.0,1.0,1.0
IL4R,1.0,1.0,1.0
IL5RA,1.0,1.0,1.0
IL6R,1.0,1.0,1.0
IL6ST,1.0,1.0,1.0
IL7,0.9025911692509898,0.9912760283745058,0.3071716121050291
IL7R,1.0,1.0,1.0
ILK,1.0,1.0,1.0
INHBB,1.0,1.0,1.0
INPP5D,0.5284242644797617,0.028743992188287635,0.30555268717013895
INPPL1,1.0,1.0,1.0
INSR,1.0,1.0,1.0
INVS,1.0,1.0,1.0
IQCE,1.0,1.0,1.0
IRAG1,1.0,1.0,1.0
IRAK1,1.0,1.0,1.0
IRAK2,1.0,1.0,1.0
IRAK3,0.47138411339503583,0.30996451115044826,0.2313477079773552
IRAK4,1.0,1.0,1.0
IRF1,1.0,1.0,1.0
IRF3,1.0,1.0,1.0
IRF5,1.0,1.0,1.0
IRF7,1.0,1.0,1.0
IRF9,1.0,1.0,1.0
IRS1,0.6551598277788772,0.5059459338281939,0.7881556693068713
IRS2,1.0,1.0,1.0
ITCH,1.0,1.0,1.0
ITGA1,1.0,1.0,1.0
ITGA11,1.0,1.0,1.0
ITGA2,1.0,1.0,1.0
ITGA2B,1.0,1.0,1.0
ITGA3,1.0,1.0,1.0
ITGA4,0.23755019400177907,0.15448308010282477,0.01751260317952152
ITGA5,1.0,1.0,1.0
ITGA6,0.035735977261628894,0.26111124186085777,0.19000045261503432
ITGA9,1.0,1.0,1.0
ITGAL,1.0,1.0,1.0
ITGAM,1.0,1.0,1.0
ITGAV,0.8509404097599466,0.6808288789814365,0.9610528321087328
ITGB1,1.0,1.0,1.0
ITGB2,1.0,1.0,1.0
ITGB3,1.0,1.0,1.0
ITGB4,1.0,1.0,1.0
ITGB5,1.0,1.0,1.0
ITGB7,1.0,1.0,1.0
ITGB8,1.0,1.0,1.0
ITK,0.5170607810483804,0.6648344505616552,0.7319953341704118
ITPR1,1.0,1.0,1.0
ITPR2,1.0,1.0,1.0
ITPR3,1.0,1.0,1.0
JAG1,1.0,1.0,1.0
JAG2,1.0,1.0,1.0
JAK1,1.0,1.0,1.0
JAK2,1.0,1.0,1.0
JAK3,1.0,1.0,1.0
JMJD7-PLA2G4B,1.0,1.0,1.0
JUN,1.0,1.0,1.0
JUND,1.0,1.0,1.0
KAT2A,1.0,1.0,1.0
KAT2B,1.0,1.0,1.0
KCNJ2,1.0,1.0,1.0
KCNJ9,1.0,1.0,1.0
KCNMA1,1.0,1.0,1.0
KCNMB1,1.0,1.0,1.0
KCNMB3,0.522717469304167,0.12596566989117292,0.2908151387979332
KIDINS220,1.0,1.0,1.0
KIF3A,1.0,1.0,1.0
KIT,1.0,1.0,1.0
KLF2,1.0,1.0,1.0
KLF4,0.8509404097599466,0.5427639133227196,0.8001072954013452
KRAS,1.0,1.0,1.0
KRIT1,0.46045236311082066,0.3555897534769035,0.5060572156981991
KRT10,1.0,1.0,1.0
KRT23,1.0,1.0,1.0
KSR1,1.0,1.0,1.0
LAMA2,1.0,1.0,1.0
LAMA5,1.0,1.0,1.0
LAMB1,0.0343091440197011,0.04374775538725774,0.787396242555528
LAMB2,1.0,1.0,1.0
LAMC1,0.7037350827618197,0.6452581200644959,0.5296570005428826
LAMC3,1.0,1.0,1.0
LAMTOR1,1.0,1.0,1.0
LAMTOR2,0.9444108155225589,0.01467883917462916,0.016369761748244862
LAMTOR3,1.0,1.0,1.0
LAMTOR4,1.0,1.0,1.0
LAMTOR5,1.0,1.0,1.0
LAT,1.0,1.0,1.0
LATS1,0.69134350934851,0.4419202530454454,0.9339234682886034
LATS2,1.0,1.0,1.0
LCK,1.0,1.0,1.0
LCN2,1.0,1.0,1.0
LCP2,0.6972559050594622,0.05754362052003004,0.0718581969493854
LDHA,1.0,1.0,1.0
